business_type,item_name,date,price,shelf_life_hours,quantity_available,quantity_sold,customer_demand,waste_quantity,weather_condition,holiday_flag
Cafe,Cappuccino,2025-09-20,35,0.5,63,57,57,6,Clear,0
Cafe,Latte,2025-09-20,40,0.5,56,55,55,1,Clear,0
Cafe,Croissant,2025-09-20,30,12.0,37,37,44,0,Clear,0
Cafe,Sandwich,2025-09-20,45,8.0,44,40,40,4,Clear,0
Bakery,White Bread,2025-09-20,20,24.0,95,70,70,25,Clear,0
Bakery,Croissants,2025-09-20,30,12.0,74,69,69,5,Clear,0
Bakery,Donuts,2025-09-20,15,12.0,112,94,94,18,Clear,0
Bakery,Cake Slice,2025-09-20,40,48.0,52,47,47,5,Clear,0
Bakery,Cookies,2025-09-20,10,72.0,87,76,76,11,Clear,0
Cafe,Espresso,2025-09-21,25,0.5,49,40,40,9,Clear,0
Cafe,Cappuccino,2025-09-21,35,0.5,66,65,65,1,Clear,0
Cafe,Latte,2025-09-21,40,0.5,58,58,68,0,Clear,0
Cafe,Croissant,2025-09-21,30,12.0,41,40,40,1,Clear,0
Cafe,Sandwich,2025-09-21,45,8.0,44,44,48,0,Clear,0
Bakery,White Bread,2025-09-21,20,24.0,87,87,91,0,Clear,0
Bakery,Croissants,2025-09-21,30,12.0,70,70,73,0,Clear,0
Bakery,Donuts,2025-09-21,15,12.0,108,108,113,0,Clear,0
Bakery,Cake Slice,2025-09-21,40,48.0,51,35,35,16,Clear,0
Bakery,Cookies,2025-09-21,10,72.0,84,84,88,0,Clear,0
Cafe,Espresso,2025-09-22,25,0.5,59,54,54,5,Clear,0
Cafe,Cappuccino,2025-09-22,35,0.5,75,67,67,8,Clear,0
Cafe,Latte,2025-09-22,40,0.5,74,66,66,8,Clear,0
Cafe,Croissant,2025-09-22,30,12.0,45,44,44,1,Clear,0
Cafe,Sandwich,2025-09-22,45,8.0,52,52,57,0,Clear,0
Bakery,White Bread,2025-09-22,20,24.0,69,53,53,16,Clear,0
Bakery,Croissants,2025-09-22,30,12.0,53,48,48,5,Clear,0
Bakery,Donuts,2025-09-22,15,12.0,76,76,77,0,Clear,0
Bakery,Cake Slice,2025-09-22,40,48.0,29,23,23,6,Clear,0
Bakery,Cookies,2025-09-22,10,72.0,60,48,48,12,Clear,0
Cafe,Espresso,2025-09-23,25,0.5,54,54,64,0,Clear,0
Cafe,Cappuccino,2025-09-23,35,0.5,77,76,76,1,Clear,0
Cafe,Latte,2025-09-23,40,0.5,73,73,80,0,Clear,0
Cafe,Croissant,2025-09-23,30,12.0,42,42,44,0,Clear,0
Cafe,Sandwich,2025-09-23,45,8.0,53,53,54,0,Clear,0
Bakery,White Bread,2025-09-23,20,24.0,65,47,47,18,Clear,0
Bakery,Croissants,2025-09-23,30,12.0,48,41,41,7,Clear,0
Bakery,Donuts,2025-09-23,15,12.0,80,60,60,20,Clear,0
Bakery,Cake Slice,2025-09-23,40,48.0,30,30,32,0,Clear,0
Bakery,Cookies,2025-09-23,10,72.0,51,51,59,0,Clear,0
Cafe,Espresso,2025-09-24,25,0.5,56,47,47,9,Clear,0
Cafe,Cappuccino,2025-09-24,35,0.5,81,81,84,0,Clear,0
Cafe,Latte,2025-09-24,40,0.5,74,60,60,14,Clear,0
Cafe,Croissant,2025-09-24,30,12.0,47,47,48,0,Clear,0
Cafe,Sandwich,2025-09-24,45,8.0,53,53,55,0,Clear,0
Bakery,White Bread,2025-09-24,20,24.0,67,57,57,10,Clear,0
Bakery,Croissants,2025-09-24,30,12.0,46,43,43,3,Clear,0
Bakery,Donuts,2025-09-24,15,12.0,69,63,63,6,Clear,0
Bakery,Cake Slice,2025-09-24,40,48.0,31,23,23,8,Clear,0
Bakery,Cookies,2025-09-24,10,72.0,55,41,41,14,Clear,0
Cafe,Espresso,2025-09-25,25,0.5,54,54,66,0,Clear,0
Cafe,Cappuccino,2025-09-25,35,0.5,78,70,70,8,Clear,0
Cafe,Latte,2025-09-25,40,0.5,66,66,69,0,Clear,0
Cafe,Croissant,2025-09-25,30,12.0,47,47,47,0,Clear,0
Cafe,Sandwich,2025-09-25,45,8.0,48,43,43,5,Clear,0
Bakery,White Bread,2025-09-25,20,24.0,62,50,50,12,Clear,0
Bakery,Croissants,2025-09-25,30,12.0,48,40,40,8,Clear,0
Bakery,Donuts,2025-09-25,15,12.0,80,77,77,3,Clear,0
Bakery,Cake Slice,2025-09-25,40,48.0,31,31,32,0,Clear,0
Bakery,Cookies,2025-09-25,10,72.0,55,49,49,6,Clear,0
Cafe,Espresso,2025-09-26,25,0.5,63,59,59,4,Clear,0
Cafe,Cappuccino,2025-09-26,35,0.5,76,76,79,0,Clear,0
Cafe,Latte,2025-09-26,40,0.5,67,67,79,0,Clear,0
Cafe,Croissant,2025-09-26,30,12.0,45,43,43,2,Clear,0
Cafe,Sandwich,2025-09-26,45,8.0,53,53,53,0,Clear,0
Bakery,White Bread,2025-09-26,20,24.0,57,57,59,0,Clear,0
Bakery,Croissants,2025-09-26,30,12.0,48,47,47,1,Clear,0
Bakery,Donuts,2025-09-26,15,12.0,80,74,74,6,Clear,0
Bakery,Cake Slice,2025-09-26,40,48.0,32,28,28,4,Clear,0
Bakery,Cookies,2025-09-26,10,72.0,53,53,55,0,Clear,0
Cafe,Espresso,2025-09-27,25,0.5,48,42,42,6,Clear,0
Cafe,Cappuccino,2025-09-27,35,0.5,67,54,54,13,Clear,0
Cafe,Latte,2025-09-27,40,0.5,63,55,55,8,Clear,0
Cafe,Croissant,2025-09-27,30,12.0,35,35,38,0,Clear,0
Cafe,Sandwich,2025-09-27,45,8.0,41,39,39,2,Clear,0
Bakery,White Bread,2025-09-27,20,24.0,98,68,68,30,Clear,0
Bakery,Croissants,2025-09-27,30,12.0,81,53,53,28,Clear,0
Bakery,Donuts,2025-09-27,15,12.0,108,108,108,0,Clear,0
Bakery,Cake Slice,2025-09-27,40,48.0,45,35,35,10,Clear,0
Bakery,Cookies,2025-09-27,10,72.0,83,67,67,16,Clear,0
Cafe,Espresso,2025-09-28,25,0.5,52,52,55,0,Clear,0
Cafe,Cappuccino,2025-09-28,35,0.5,65,65,74,0,Clear,0
Cafe,Latte,2025-09-28,40,0.5,59,59,69,0,Clear,0
Cafe,Croissant,2025-09-28,30,12.0,36,36,40,0,Clear,0
Cafe,Sandwich,2025-09-28,45,8.0,44,41,41,3,Clear,0
Bakery,White Bread,2025-09-28,20,24.0,97,89,89,8,Clear,0
Bakery,Croissants,2025-09-28,30,12.0,68,57,57,11,Clear,0
Bakery,Donuts,2025-09-28,15,12.0,118,105,105,13,Clear,0
Bakery,Cake Slice,2025-09-28,40,48.0,52,45,45,7,Clear,0
Bakery,Cookies,2025-09-28,10,72.0,93,80,80,13,Clear,0
Cafe,Espresso,2025-09-29,25,0.5,70,69,69,1,Rainy,0
Cafe,Cappuccino,2025-09-29,35,0.5,83,83,83,0,Rainy,0
Cafe,Latte,2025-09-29,40,0.5,88,80,80,8,Rainy,0
Cafe,Croissant,2025-09-29,30,12.0,52,50,50,2,Rainy,0
Cafe,Sandwich,2025-09-29,45,8.0,57,55,55,2,Rainy,0
Bakery,White Bread,2025-09-29,20,24.0,55,40,40,15,Rainy,0
Bakery,Croissants,2025-09-29,30,12.0,48,38,38,10,Rainy,0
Bakery,Donuts,2025-09-29,15,12.0,72,67,67,5,Rainy,0
Bakery,Cake Slice,2025-09-29,40,48.0,27,26,26,1,Rainy,0
Bakery,Cookies,2025-09-29,10,72.0,51,51,51,0,Rainy,0
Cafe,Espresso,2025-09-30,25,0.5,59,53,53,6,Clear,0
Cafe,Cappuccino,2025-09-30,35,0.5,73,73,80,0,Clear,0
Cafe,Latte,2025-09-30,40,0.5,74,65,65,9,Clear,0
Cafe,Croissant,2025-09-30,30,12.0,47,42,42,5,Clear,0
Cafe,Sandwich,2025-09-30,45,8.0,54,45,45,9,Clear,0
Bakery,White Bread,2025-09-30,20,24.0,68,50,50,18,Clear,0
Bakery,Croissants,2025-09-30,30,12.0,49,36,36,13,Clear,0
Bakery,Donuts,2025-09-30,15,12.0,70,66,66,4,Clear,0
Bakery,Cake Slice,2025-09-30,40,48.0,30,30,31,0,Clear,0
Bakery,Cookies,2025-09-30,10,72.0,51,47,47,4,Clear,0
Cafe,Espresso,2025-10-01,25,0.5,60,60,61,0,Rainy,0
Cafe,Cappuccino,2025-10-01,35,0.5,86,80,80,6,Rainy,0
Cafe,Latte,2025-10-01,40,0.5,79,79,79,0,Rainy,0
Cafe,Croissant,2025-10-01,30,12.0,46,46,48,0,Rainy,0
Cafe,Sandwich,2025-10-01,45,8.0,61,56,56,5,Rainy,0
Bakery,White Bread,2025-10-01,20,24.0,65,50,50,15,Rainy,0
Bakery,Croissants,2025-10-01,30,12.0,53,48,48,5,Rainy,0
Bakery,Donuts,2025-10-01,15,12.0,75,75,78,0,Rainy,0
Bakery,Cake Slice,2025-10-01,40,48.0,29,22,22,7,Rainy,0
Bakery,Cookies,2025-10-01,10,72.0,59,55,55,4,Rainy,0
Cafe,Espresso,2025-10-02,25,0.5,52,50,50,2,Clear,0
Cafe,Cappuccino,2025-10-02,35,0.5,78,73,73,5,Clear,0
Cafe,Latte,2025-10-02,40,0.5,67,63,63,4,Clear,0
Cafe,Croissant,2025-10-02,30,12.0,40,39,39,1,Clear,0
Cafe,Sandwich,2025-10-02,45,8.0,51,51,57,0,Clear,0
Bakery,White Bread,2025-10-02,20,24.0,74,49,49,25,Clear,0
Bakery,Croissants,2025-10-02,30,12.0,60,54,54,6,Clear,0
Bakery,Donuts,2025-10-02,15,12.0,88,71,71,17,Clear,0
Bakery,Cake Slice,2025-10-02,40,48.0,34,28,28,6,Clear,0
Bakery,Cookies,2025-10-02,10,72.0,57,48,48,9,Clear,0
Cafe,Espresso,2025-10-03,25,0.5,58,54,54,4,Clear,0
Cafe,Cappuccino,2025-10-03,35,0.5,69,69,85,0,Clear,0
Cafe,Latte,2025-10-03,40,0.5,73,73,73,0,Clear,0
Cafe,Croissant,2025-10-03,30,12.0,47,43,43,4,Clear,0
Cafe,Sandwich,2025-10-03,45,8.0,54,41,41,13,Clear,0
Bakery,White Bread,2025-10-03,20,24.0,68,54,54,14,Clear,0
Bakery,Croissants,2025-10-03,30,12.0,52,41,41,11,Clear,0
Bakery,Donuts,2025-10-03,15,12.0,85,81,81,4,Clear,0
Bakery,Cake Slice,2025-10-03,40,48.0,35,26,26,9,Clear,0
Bakery,Cookies,2025-10-03,10,72.0,66,57,57,9,Clear,0
Cafe,Espresso,2025-10-04,25,0.5,46,44,44,2,Clear,0
Cafe,Cappuccino,2025-10-04,35,0.5,68,57,57,11,Clear,0
Cafe,Latte,2025-10-04,40,0.5,58,58,65,0,Clear,0
Cafe,Croissant,2025-10-04,30,12.0,38,30,30,8,Clear,0
Cafe,Sandwich,2025-10-04,45,8.0,40,34,34,6,Clear,0
Bakery,White Bread,2025-10-04,20,24.0,107,89,89,18,Clear,0
Bakery,Croissants,2025-10-04,30,12.0,77,77,86,0,Clear,0
Bakery,Donuts,2025-10-04,15,12.0,126,98,98,28,Clear,0
Bakery,Cake Slice,2025-10-04,40,48.0,52,49,49,3,Clear,0
Bakery,Cookies,2025-10-04,10,72.0,86,74,74,12,Clear,0
Cafe,Espresso,2025-10-05,25,0.5,48,45,45,3,Clear,0
Cafe,Cappuccino,2025-10-05,35,0.5,59,54,54,5,Clear,0
Cafe,Latte,2025-10-05,40,0.5,58,51,51,7,Clear,0
Cafe,Croissant,2025-10-05,30,12.0,34,34,40,0,Clear,0
Cafe,Sandwich,2025-10-05,45,8.0,46,46,46,0,Clear,0
Bakery,White Bread,2025-10-05,20,24.0,112,81,81,31,Clear,0
Bakery,Croissants,2025-10-05,30,12.0,91,64,64,27,Clear,0
Bakery,Donuts,2025-10-05,15,12.0,137,131,131,6,Clear,0
Bakery,Cake Slice,2025-10-05,40,48.0,54,54,54,0,Clear,0
Bakery,Cookies,2025-10-05,10,72.0,95,74,74,21,Clear,0
Cafe,Espresso,2025-10-06,25,0.5,52,52,57,0,Clear,0
Cafe,Cappuccino,2025-10-06,35,0.5,81,65,65,16,Clear,0
Cafe,Latte,2025-10-06,40,0.5,72,72,76,0,Clear,0
Cafe,Croissant,2025-10-06,30,12.0,47,47,49,0,Clear,0
Cafe,Sandwich,2025-10-06,45,8.0,50,50,57,0,Clear,0
Bakery,White Bread,2025-10-06,20,24.0,73,52,52,21,Clear,0
Bakery,Croissants,2025-10-06,30,12.0,55,53,53,2,Clear,0
Bakery,Donuts,2025-10-06,15,12.0,79,77,77,2,Clear,0
Bakery,Cake Slice,2025-10-06,40,48.0,36,26,26,10,Clear,0
Bakery,Cookies,2025-10-06,10,72.0,64,60,60,4,Clear,0
Cafe,Espresso,2025-10-07,25,0.5,60,60,60,0,Rainy,0
Cafe,Cappuccino,2025-10-07,35,0.5,92,75,75,17,Rainy,0
Cafe,Latte,2025-10-07,40,0.5,81,69,69,12,Rainy,0
Cafe,Croissant,2025-10-07,30,12.0,49,49,55,0,Rainy,0
Cafe,Sandwich,2025-10-07,45,8.0,60,48,48,12,Rainy,0
Bakery,White Bread,2025-10-07,20,24.0,62,44,44,18,Rainy,0
Bakery,Croissants,2025-10-07,30,12.0,50,46,46,4,Rainy,0
Bakery,Donuts,2025-10-07,15,12.0,70,60,60,10,Rainy,0
Bakery,Cake Slice,2025-10-07,40,48.0,31,31,32,0,Rainy,0
Bakery,Cookies,2025-10-07,10,72.0,62,40,40,22,Rainy,0
Cafe,Espresso,2025-10-08,25,0.5,55,55,60,0,Clear,0
Cafe,Cappuccino,2025-10-08,35,0.5,80,80,85,0,Clear,0
Cafe,Latte,2025-10-08,40,0.5,70,63,63,7,Clear,0
Cafe,Croissant,2025-10-08,30,12.0,46,39,39,7,Clear,0
Cafe,Sandwich,2025-10-08,45,8.0,51,46,46,5,Clear,0
Bakery,White Bread,2025-10-08,20,24.0,72,54,54,18,Clear,0
Bakery,Croissants,2025-10-08,30,12.0,52,52,57,0,Clear,0
Bakery,Donuts,2025-10-08,15,12.0,77,73,73,4,Clear,0
Bakery,Cake Slice,2025-10-08,40,48.0,33,25,25,8,Clear,0
Bakery,Cookies,2025-10-08,10,72.0,57,48,48,9,Clear,0
Cafe,Espresso,2025-10-09,25,0.5,60,56,56,4,Clear,0
Cafe,Cappuccino,2025-10-09,35,0.5,74,74,75,0,Clear,0
Cafe,Latte,2025-10-09,40,0.5,69,69,73,0,Clear,0
Cafe,Croissant,2025-10-09,30,12.0,42,40,40,2,Clear,0
Cafe,Sandwich,2025-10-09,45,8.0,53,53,56,0,Clear,0
Bakery,White Bread,2025-10-09,20,24.0,75,59,59,16,Clear,0
Bakery,Croissants,2025-10-09,30,12.0,59,48,48,11,Clear,0
Bakery,Donuts,2025-10-09,15,12.0,84,64,64,20,Clear,0
Bakery,Cake Slice,2025-10-09,40,48.0,36,27,27,9,Clear,0
Bakery,Cookies,2025-10-09,10,72.0,61,61,62,0,Clear,0
Cafe,Espresso,2025-10-10,25,0.5,60,60,73,0,Rainy,0
Cafe,Cappuccino,2025-10-10,35,0.5,86,81,81,5,Rainy,0
Cafe,Latte,2025-10-10,40,0.5,83,83,86,0,Rainy,0
Cafe,Croissant,2025-10-10,30,12.0,49,49,52,0,Rainy,0
Cafe,Sandwich,2025-10-10,45,8.0,60,59,59,1,Rainy,0
Bakery,White Bread,2025-10-10,20,24.0,59,59,63,0,Rainy,0
Bakery,Croissants,2025-10-10,30,12.0,51,40,40,11,Rainy,0
Bakery,Donuts,2025-10-10,15,12.0,74,53,53,21,Rainy,0
Bakery,Cake Slice,2025-10-10,40,48.0,29,29,30,0,Rainy,0
Bakery,Cookies,2025-10-10,10,72.0,51,48,48,3,Rainy,0
Cafe,Espresso,2025-10-11,25,0.5,59,48,48,11,Rainy,0
Cafe,Cappuccino,2025-10-11,35,0.5,71,66,66,5,Rainy,0
Cafe,Latte,2025-10-11,40,0.5,64,54,54,10,Rainy,0
Cafe,Croissant,2025-10-11,30,12.0,44,44,49,0,Rainy,0
Cafe,Sandwich,2025-10-11,45,8.0,47,47,50,0,Rainy,0
Bakery,White Bread,2025-10-11,20,24.0,99,94,94,5,Rainy,0
Bakery,Croissants,2025-10-11,30,12.0,74,60,60,14,Rainy,0
Bakery,Donuts,2025-10-11,15,12.0,109,107,107,2,Rainy,0
Bakery,Cake Slice,2025-10-11,40,48.0,50,36,36,14,Rainy,0
Bakery,Cookies,2025-10-11,10,72.0,83,83,86,0,Rainy,0
Cafe,Espresso,2025-10-12,25,0.5,50,45,45,5,Clear,0
Cafe,Cappuccino,2025-10-12,35,0.5,65,65,66,0,Clear,0
Cafe,Latte,2025-10-12,40,0.5,55,55,58,0,Clear,0
Cafe,Croissant,2025-10-12,30,12.0,39,32,32,7,Clear,0
Cafe,Sandwich,2025-10-12,45,8.0,45,43,43,2,Clear,0
Bakery,White Bread,2025-10-12,20,24.0,114,75,75,39,Clear,0
Bakery,Croissants,2025-10-12,30,12.0,80,76,76,4,Clear,0
Bakery,Donuts,2025-10-12,15,12.0,121,119,119,2,Clear,0
Bakery,Cake Slice,2025-10-12,40,48.0,55,38,38,17,Clear,0
Bakery,Cookies,2025-10-12,10,72.0,95,82,82,13,Clear,0
Cafe,Espresso,2025-10-13,25,0.5,59,59,59,0,Clear,0
Cafe,Cappuccino,2025-10-13,35,0.5,78,72,72,6,Clear,0
Cafe,Latte,2025-10-13,40,0.5,74,72,72,2,Clear,0
Cafe,Croissant,2025-10-13,30,12.0,46,46,48,0,Clear,0
Cafe,Sandwich,2025-10-13,45,8.0,48,48,54,0,Clear,0
Bakery,White Bread,2025-10-13,20,24.0,66,57,57,9,Clear,0
Bakery,Croissants,2025-10-13,30,12.0,54,54,58,0,Clear,0
Bakery,Donuts,2025-10-13,15,12.0,90,79,79,11,Clear,0
Bakery,Cake Slice,2025-10-13,40,48.0,37,31,31,6,Clear,0
Bakery,Cookies,2025-10-13,10,72.0,69,55,55,14,Clear,0
Cafe,Espresso,2025-10-14,25,0.5,68,68,68,0,Rainy,0
Cafe,Cappuccino,2025-10-14,35,0.5,85,70,70,15,Rainy,0
Cafe,Latte,2025-10-14,40,0.5,84,64,64,20,Rainy,0
Cafe,Croissant,2025-10-14,30,12.0,52,52,57,0,Rainy,0
Cafe,Sandwich,2025-10-14,45,8.0,57,51,51,6,Rainy,0
Bakery,White Bread,2025-10-14,20,24.0,66,62,62,4,Rainy,0
Bakery,Croissants,2025-10-14,30,12.0,51,51,52,0,Rainy,0
Bakery,Donuts,2025-10-14,15,12.0,69,66,66,3,Rainy,0
Bakery,Cake Slice,2025-10-14,40,48.0,33,31,31,2,Rainy,0
Bakery,Cookies,2025-10-14,10,72.0,53,53,55,0,Rainy,0
Cafe,Espresso,2025-10-15,25,0.5,53,53,62,0,Clear,0
Cafe,Cappuccino,2025-10-15,35,0.5,71,68,68,3,Clear,0
Cafe,Latte,2025-10-15,40,0.5,67,67,76,0,Clear,0
Cafe,Croissant,2025-10-15,30,12.0,45,45,47,0,Clear,0
Cafe,Sandwich,2025-10-15,45,8.0,48,48,51,0,Clear,0
Bakery,White Bread,2025-10-15,20,24.0,71,69,69,2,Clear,0
Bakery,Croissants,2025-10-15,30,12.0,61,39,39,22,Clear,0
Bakery,Donuts,2025-10-15,15,12.0,87,60,60,27,Clear,0
Bakery,Cake Slice,2025-10-15,40,48.0,35,28,28,7,Clear,0
Bakery,Cookies,2025-10-15,10,72.0,61,52,52,9,Clear,0
Cafe,Espresso,2025-10-16,25,0.5,59,53,53,6,Clear,0
Cafe,Cappuccino,2025-10-16,35,0.5,70,70,81,0,Clear,0
Cafe,Latte,2025-10-16,40,0.5,67,66,66,1,Clear,0
Cafe,Croissant,2025-10-16,30,12.0,45,40,40,5,Clear,0
Cafe,Sandwich,2025-10-16,45,8.0,47,47,47,0,Clear,0
Bakery,White Bread,2025-10-16,20,24.0,76,64,64,12,Clear,0
Bakery,Croissants,2025-10-16,30,12.0,58,51,51,7,Clear,0
Bakery,Donuts,2025-10-16,15,12.0,79,71,71,8,Clear,0
Bakery,Cake Slice,2025-10-16,40,48.0,37,26,26,11,Clear,0
Bakery,Cookies,2025-10-16,10,72.0,60,50,50,10,Clear,0
Cafe,Espresso,2025-10-17,25,0.5,53,53,55,0,Clear,0
Cafe,Cappuccino,2025-10-17,35,0.5,72,72,86,0,Clear,0
Cafe,Latte,2025-10-17,40,0.5,65,65,65,0,Clear,0
Cafe,Croissant,2025-10-17,30,12.0,46,46,46,0,Clear,0
Cafe,Sandwich,2025-10-17,45,8.0,50,46,46,4,Clear,0
Bakery,White Bread,2025-10-17,20,24.0,69,55,55,14,Clear,0
Bakery,Croissants,2025-10-17,30,12.0,53,49,49,4,Clear,0
Bakery,Donuts,2025-10-17,15,12.0,80,67,67,13,Clear,0
Bakery,Cake Slice,2025-10-17,40,48.0,36,36,36,0,Clear,0
Bakery,Cookies,2025-10-17,10,72.0,65,46,46,19,Clear,0
Cafe,Espresso,2025-10-18,25,0.5,47,40,40,7,Clear,0
Cafe,Cappuccino,2025-10-18,35,0.5,65,65,65,0,Clear,0
Cafe,Latte,2025-10-18,40,0.5,60,52,52,8,Clear,0
Cafe,Croissant,2025-10-18,30,12.0,35,35,42,0,Clear,0
Cafe,Sandwich,2025-10-18,45,8.0,41,41,44,0,Clear,0
Bakery,White Bread,2025-10-18,20,24.0,110,96,96,14,Clear,0
Bakery,Croissants,2025-10-18,30,12.0,81,67,67,14,Clear,0
Bakery,Donuts,2025-10-18,15,12.0,129,126,126,3,Clear,0
Bakery,Cake Slice,2025-10-18,40,48.0,57,39,39,18,Clear,0
Bakery,Cookies,2025-10-18,10,72.0,88,88,97,0,Clear,0
Cafe,Espresso,2025-10-19,25,0.5,46,46,48,0,Clear,0
Cafe,Cappuccino,2025-10-19,35,0.5,66,66,66,0,Clear,0
Cafe,Latte,2025-10-19,40,0.5,58,47,47,11,Clear,0
Cafe,Croissant,2025-10-19,30,12.0,38,33,33,5,Clear,0
Cafe,Sandwich,2025-10-19,45,8.0,42,42,48,0,Clear,0
Bakery,White Bread,2025-10-19,20,24.0,103,103,104,0,Clear,0
Bakery,Croissants,2025-10-19,30,12.0,79,78,78,1,Clear,0
Bakery,Donuts,2025-10-19,15,12.0,139,93,93,46,Clear,0
Bakery,Cake Slice,2025-10-19,40,48.0,48,45,45,3,Clear,0
Bakery,Cookies,2025-10-19,10,72.0,87,87,91,0,Clear,0
Cafe,Espresso,2025-10-20,25,0.5,55,54,54,1,Clear,0
Cafe,Cappuccino,2025-10-20,35,0.5,78,60,60,18,Clear,0
Cafe,Latte,2025-10-20,40,0.5,70,70,70,0,Clear,0
Cafe,Croissant,2025-10-20,30,12.0,45,39,39,6,Clear,0
Cafe,Sandwich,2025-10-20,45,8.0,52,42,42,10,Clear,0
Bakery,White Bread,2025-10-20,20,24.0,66,66,70,0,Clear,0
Bakery,Croissants,2025-10-20,30,12.0,59,39,39,20,Clear,0
Bakery,Donuts,2025-10-20,15,12.0,80,65,65,15,Clear,0
Bakery,Cake Slice,2025-10-20,40,48.0,34,28,28,6,Clear,0
Bakery,Cookies,2025-10-20,10,72.0,58,54,54,4,Clear,0
Cafe,Espresso,2025-10-21,25,0.5,58,47,47,11,Clear,0
Cafe,Cappuccino,2025-10-21,35,0.5,81,81,82,0,Clear,0
Cafe,Latte,2025-10-21,40,0.5,73,73,75,0,Clear,0
Cafe,Croissant,2025-10-21,30,12.0,47,44,44,3,Clear,0
Cafe,Sandwich,2025-10-21,45,8.0,48,48,51,0,Clear,0
Bakery,White Bread,2025-10-21,20,24.0,74,67,67,7,Clear,0
Bakery,Croissants,2025-10-21,30,12.0,57,41,41,16,Clear,0
Bakery,Donuts,2025-10-21,15,12.0,82,82,86,0,Clear,0
Bakery,Cake Slice,2025-10-21,40,48.0,36,31,31,5,Clear,0
Bakery,Cookies,2025-10-21,10,72.0,60,52,52,8,Clear,0
Cafe,Espresso,2025-10-22,25,0.5,59,54,54,5,Clear,0
Cafe,Cappuccino,2025-10-22,35,0.5,77,67,67,10,Clear,0
Cafe,Latte,2025-10-22,40,0.5,72,66,66,6,Clear,0
Cafe,Croissant,2025-10-22,30,12.0,44,44,45,0,Clear,0
Cafe,Sandwich,2025-10-22,45,8.0,54,41,41,13,Clear,0
Bakery,White Bread,2025-10-22,20,24.0,75,56,56,19,Clear,0
Bakery,Croissants,2025-10-22,30,12.0,56,40,40,16,Clear,0
Bakery,Donuts,2025-10-22,15,12.0,81,74,74,7,Clear,0
Bakery,Cake Slice,2025-10-22,40,48.0,32,31,31,1,Clear,0
Bakery,Cookies,2025-10-22,10,72.0,69,46,46,23,Clear,0
Cafe,Espresso,2025-10-23,25,0.5,58,50,50,8,Clear,0
Cafe,Cappuccino,2025-10-23,35,0.5,72,65,65,7,Clear,0
Cafe,Latte,2025-10-23,40,0.5,65,60,60,5,Clear,0
Cafe,Croissant,2025-10-23,30,12.0,45,45,49,0,Clear,0
Cafe,Sandwich,2025-10-23,45,8.0,53,52,52,1,Clear,0
Bakery,White Bread,2025-10-23,20,24.0,65,56,56,9,Clear,0
Bakery,Croissants,2025-10-23,30,12.0,54,44,44,10,Clear,0
Bakery,Donuts,2025-10-23,15,12.0,85,75,75,10,Clear,0
Bakery,Cake Slice,2025-10-23,40,48.0,34,29,29,5,Clear,0
Bakery,Cookies,2025-10-23,10,72.0,68,62,62,6,Clear,0
Cafe,Espresso,2025-10-24,25,0.5,61,52,52,9,Clear,0
Cafe,Cappuccino,2025-10-24,35,0.5,74,74,74,0,Clear,0
Cafe,Latte,2025-10-24,40,0.5,74,74,77,0,Clear,0
Cafe,Croissant,2025-10-24,30,12.0,41,41,41,0,Clear,0
Cafe,Sandwich,2025-10-24,45,8.0,51,49,49,2,Clear,0
Bakery,White Bread,2025-10-24,20,24.0,66,66,70,0,Clear,0
Bakery,Croissants,2025-10-24,30,12.0,58,56,56,2,Clear,0
Bakery,Donuts,2025-10-24,15,12.0,91,81,81,10,Clear,0
Bakery,Cake Slice,2025-10-24,40,48.0,35,32,32,3,Clear,0
Bakery,Cookies,2025-10-24,10,72.0,59,59,59,0,Clear,0
Cafe,Espresso,2025-10-25,25,0.5,46,41,41,5,Clear,0
Cafe,Cappuccino,2025-10-25,35,0.5,61,51,51,10,Clear,0
Cafe,Latte,2025-10-25,40,0.5,61,61,62,0,Clear,0
Cafe,Croissant,2025-10-25,30,12.0,38,32,32,6,Clear,0
Cafe,Sandwich,2025-10-25,45,8.0,40,35,35,5,Clear,0
Bakery,White Bread,2025-10-25,20,24.0,99,99,107,0,Clear,0
Bakery,Croissants,2025-10-25,30,12.0,80,69,69,11,Clear,0
Bakery,Donuts,2025-10-25,15,12.0,117,98,98,19,Clear,0
Bakery,Cake Slice,2025-10-25,40,48.0,53,48,48,5,Clear,0
Bakery,Cookies,2025-10-25,10,72.0,91,68,68,23,Clear,0
Cafe,Espresso,2025-10-26,25,0.5,46,46,55,0,Clear,0
Cafe,Cappuccino,2025-10-26,35,0.5,66,64,64,2,Clear,0
Cafe,Latte,2025-10-26,40,0.5,58,56,56,2,Clear,0
Cafe,Croissant,2025-10-26,30,12.0,38,38,39,0,Clear,0
Cafe,Sandwich,2025-10-26,45,8.0,44,37,37,7,Clear,0
Bakery,White Bread,2025-10-26,20,24.0,106,89,89,17,Clear,0
Bakery,Croissants,2025-10-26,30,12.0,91,78,78,13,Clear,0
Bakery,Donuts,2025-10-26,15,12.0,128,94,94,34,Clear,0
Bakery,Cake Slice,2025-10-26,40,48.0,54,39,39,15,Clear,0
Bakery,Cookies,2025-10-26,10,72.0,92,71,71,21,Clear,0
Cafe,Espresso,2025-10-27,25,0.5,56,56,63,0,Clear,0
Cafe,Cappuccino,2025-10-27,35,0.5,72,72,74,0,Clear,0
